date,time,s-ip,cs-method,cs-uri-stem,cs-uri-query,s-port,cs-username,c-ip,cs(User-Agent),sc-status,sc-substatus,sc-win32-status
2017-07-01,3:32:28,10.0.0.2,GET,/products.html,-,80,-,12.59.14.27,"Mozilla/5.0 (Windows NT) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.672.2 Safari/534.20",200,0,0
2017-07-01,8:48:40,10.0.0.1,POST,/login.html,-,80,-,218.234.237.168,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; en-gb) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",200,0,0
2017-07-01,21:06:09,10.0.0.1,GET,/login.html,-,80,-,12.32.249.93,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.652.0 Safari/534.17",200,0,0
2017-07-01,9:22:38,10.0.0.1,GET,/index.html,-,80,-,233.242.149.178,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/4E423F",200,0,0
2017-07-01,22:12:12,10.0.0.1,GET,/index.html,-,80,-,150.116.165.251,"Mozilla/5.0 (Windows; U; Windows NT 6.0; de-DE) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",200,0,0
2017-07-01,0:13:05,10.0.0.1,POST,/help.html,-,80,-,90.255.1.100,Mozilla/5.0 (Windows NT 6.0; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,200,0,0
2017-07-01,17:16:50,10.0.0.2,POST,/index.html,-,80,-,219.133.60.207,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/13.0.782.41 Chrome/13.0.782.41 Safari/535.1",200,0,0
2017-07-01,23:01:10,10.0.0.2,POST,/login.html,-,80,-,43.147.219.194,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:14.0) Gecko/20120405 Firefox/14.0a1,200,0,0
2017-07-01,9:53:25,10.0.0.2,POST,/help.html,-,80,-,240.60.33.106,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:25.0) Gecko/20100101 Firefox/29.0,200,0,0
2017-07-01,10:05:15,10.0.0.2,GET,/index.html,-,80,-,196.23.230.136,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:22.0) Gecko/20130328 Firefox/22.0,200,0,0
2017-07-01,5:07:53,10.0.0.1,POST,/products.html,-,80,-,175.11.114.115,Mozilla/6.0 (Windows NT 6.2; WOW64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1,200,0,0
2017-07-01,8:05:10,10.0.0.1,POST,/help.html,-,80,-,109.170.59.17,"Mozilla/5.0 (Windows; U; Windows NT 5.0; en-en) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",200,0,0
2017-07-01,20:28:04,10.0.0.2,GET,/products.html,-,80,-,219.55.234.88,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",200,0,0
2017-07-01,8:46:44,10.0.0.2,POST,/index.html,-,80,-,242.125.68.213,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.19 (KHTML, like Gecko) Chrome/11.0.661.0 Safari/534.19",200,0,0
2017-07-01,7:49:01,10.0.0.1,POST,/products.html,-,80,-,57.121.52.140,Mozilla/5.0 (X11; Mageia; Linux x86_64; rv:10.0.9) Gecko/20100101 Firefox/10.0.9,200,0,0
2017-07-01,23:56:01,10.0.0.1,POST,/help.html,-,80,-,90.255.1.100,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100",200,0,0
2017-07-01,22:35:46,10.0.0.2,POST,/help.html,-,80,-,15.39.172.168,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.68 Safari/534.30",200,0,0
2017-07-01,22:53:47,10.0.0.1,POST,/login.html,-,80,-,210.13.37.33,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.6 (KHTML, like Gecko) Chrome/16.0.897.0 Safari/535.6",200,0,0
2017-07-01,1:14:12,10.0.0.1,GET,/help.html,-,80,-,75.153.60.170,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,0:25:05,10.0.0.2,GET,/products.html,-,80,-,123.108.185.231,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1",200,0,0
2017-07-01,9:32:22,10.0.0.2,GET,/login.html,-,80,-,193.101.247.161,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.45 Safari/535.19",200,0,0
2017-07-01,23:57:18,10.0.0.1,POST,/login.html,-,80,-,20.196.164.177,"Mozilla/5.0 (X11; CrOS i686 13.587.48) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.43 Safari/535.1",200,0,0
2017-07-01,16:08:56,10.0.0.1,GET,/index.html,-,80,-,174.144.174.202,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",200,0,0
2017-07-01,12:18:00,10.0.0.1,POST,/index.html,-,80,-,188.196.7.199,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.794.0 Safari/535.1",200,0,0
2017-07-01,14:29:10,10.0.0.1,GET,/login.html,-,80,-,200.13.37.141,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.60 Safari/537.17",200,0,0
2017-07-01,3:21:50,10.0.0.1,POST,/help.html,-,80,-,232.156.244.176,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.45 Safari/535.19",200,0,0
2017-07-01,8:51:03,10.0.0.1,POST,/login.html,-,80,-,33.235.210.201,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.794.0 Safari/535.1",200,0,0
2017-07-01,12:22:44,10.0.0.2,POST,/products.html,-,80,-,238.138.108.57,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3",200,0,0
2017-07-01,12:47:37,10.0.0.1,POST,/products.html,-,80,-,138.184.152.172,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; fr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",200,0,0
2017-07-01,3:18:39,10.0.0.1,GET,/index.html,-,80,-,133.18.160.81,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.1 Safari/535.1",200,0,0
2017-07-01,4:48:01,10.0.0.1,GET,/products.html,-,80,-,200.13.37.154,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30",200,0,0
2017-07-01,18:27:48,10.0.0.2,POST,/index.html,-,80,-,69.183.48.44,"Mozilla/5.0 (X11; FreeBSD i386) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",200,0,0
2017-07-01,8:39:59,10.0.0.1,POST,/index.html,-,80,-,210.13.37.33,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.801.0 Safari/535.1",200,0,0
2017-07-01,15:13:01,10.0.0.2,POST,/login.html,-,80,-,90.255.1.100,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.872.0 Safari/535.2",200,0,0
2017-07-01,22:16:25,10.0.0.1,POST,/help.html,-,80,-,19.47.103.103,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1",200,0,0
2017-07-01,9:57:47,10.0.0.2,POST,/products.html,-,80,-,77.214.15.235,Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:15.0) Gecko/20121011 Firefox/15.0.1,200,0,0
2017-07-01,19:47:22,10.0.0.2,POST,/products.html,-,80,-,177.135.110.136,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-us) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,13:04:51,10.0.0.1,POST,/index.html,-,80,-,11.245.143.32,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20130331 Firefox/21.0,200,0,0
2017-07-01,1:21:19,10.0.0.2,POST,/login.html,-,80,-,251.221.172.80,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:15.0) Gecko/20120910144328 Firefox/15.0.2,200,0,0
2017-07-01,12:17:02,10.0.0.2,GET,/index.html,-,80,-,143.68.40.24,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/10.04 Chromium/14.0.813.0 Chrome/14.0.813.0 Safari/535.1",200,0,0
2017-07-01,15:55:49,10.0.0.2,GET,/login.html,-,80,-,215.194.56.161,"Mozilla/5.0 (X11; CrOS i686 1660.57.0) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.46 Safari/535.19",200,0,0
2017-07-01,7:55:08,10.0.0.1,GET,/index.html,-,80,-,241.226.109.67,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; pl-pl) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",200,0,0
2017-07-01,7:34:17,10.0.0.1,GET,/products.html,-,80,-,200.13.37.82,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.10 Chromium/15.0.874.120 Chrome/15.0.874.120 Safari/535.2",200,0,0
2017-07-01,23:29:33,10.0.0.2,POST,/products.html,-,80,-,48.23.5.240,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.655.0 Safari/534.17",200,0,0
2017-07-01,17:20:08,10.0.0.2,POST,/products.html,-,80,-,200.13.37.91,"Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",200,0,0
2017-07-01,1:19:02,10.0.0.2,GET,/index.html,-,80,-,63.114.51.60,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1",200,0,0
2017-07-01,16:24:41,10.0.0.1,GET,/login.html,-,80,-,248.132.75.60,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.6 Safari/537.11",200,0,0
2017-07-01,0:08:12,10.0.0.2,POST,/login.html,-,80,-,21.242.185.58,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36",200,0,0
2017-07-01,4:59:00,10.0.0.2,POST,/products.html,-,80,-,90.255.1.100,"Mozilla/5.0 Slackware/13.37 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/12.0.742.91",200,0,0
2017-07-01,11:17:45,10.0.0.2,GET,/products.html,-,80,-,138.152.76.254,"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.82 Safari/534.16",200,0,0
2017-07-01,2:29:50,10.0.0.2,GET,/help.html,-,80,-,215.148.55.111,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.872.0 Safari/535.2",200,0,0
2017-07-01,1:44:21,10.0.0.2,POST,/index.html,-,80,-,228.97.123.29,Mozilla/5.0 (Windows NT 6.3; rv:36.0) Gecko/20100101 Firefox/36.0,200,0,0
2017-07-01,23:01:16,10.0.0.1,GET,/login.html,-,80,-,17.183.223.20,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30",200,0,0
2017-07-01,3:16:58,10.0.0.2,POST,/login.html,-,80,-,137.242.59.153,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/14.0.814.0 Chrome/14.0.814.0 Safari/535.1",200,0,0
2017-07-01,11:04:11,10.0.0.1,POST,/help.html,-,80,-,181.190.126.144,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.517 Safari/537.36",200,0,0
2017-07-01,2:41:19,10.0.0.1,POST,/products.html,-,80,-,200.13.37.32,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.26 Safari/537.11",200,0,0
2017-07-01,10:30:11,10.0.0.2,GET,/products.html,-,80,-,36.239.159.181,Mozilla/5.0 (X11; Linux x86_64; rv:28.0) Gecko/20100101 Firefox/28.0,200,0,0
2017-07-01,17:50:58,10.0.0.1,GET,/login.html,-,80,-,165.26.116.207,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1",200,0,0
2017-07-01,11:15:36,10.0.0.2,POST,/index.html,-,80,-,186.164.38.137,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.655.0 Safari/534.17",200,0,0
2017-07-01,16:54:42,10.0.0.1,GET,/index.html,-,80,-,196.190.171.68,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0.6,200,0,0
2017-07-01,16:26:22,10.0.0.2,GET,/help.html,-,80,-,236.43.198.100,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; fr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",200,0,0
2017-07-01,5:17:53,10.0.0.1,GET,/index.html,-,80,-,200.13.37.135,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",200,0,0
2017-07-01,20:01:26,10.0.0.2,GET,/products.html,-,80,-,141.160.152.101,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3",200,0,0
2017-07-01,16:44:08,10.0.0.1,POST,/index.html,-,80,-,174.196.7.135,"Mozilla/5.0 (Windows; U; Windows NT 6.1; ja-JP) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",200,0,0
2017-07-01,0:38:35,10.0.0.2,POST,/index.html,-,80,-,180.31.224.119,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30",200,0,0
2017-07-01,13:22:37,10.0.0.2,POST,/help.html,-,80,-,210.13.37.33,"Mozilla/5.0 (Windows; U; Windows NT 6.0; de-DE) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",200,0,0
2017-07-01,16:15:53,10.0.0.1,POST,/index.html,-,80,-,49.86.148.109,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",200,0,0
2017-07-01,11:37:11,10.0.0.1,POST,/help.html,-,80,-,57.135.89.95,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; fr-ch) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",200,0,0
2017-07-01,4:29:47,10.0.0.1,GET,/help.html,-,80,-,197.220.93.133,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; en) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",200,0,0
2017-07-01,8:55:28,10.0.0.1,GET,/help.html,-,80,-,130.178.71.163,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.812.0 Safari/535.1",200,0,0
2017-07-01,22:21:43,10.0.0.1,POST,/help.html,-,80,-,71.249.180.25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1664.3 Safari/537.36",200,0,0
2017-07-01,11:40:25,10.0.0.1,POST,/login.html,-,80,-,63.76.23.193,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/12.0.702.0 Safari/534.24",200,0,0
2017-07-01,12:37:44,10.0.0.1,POST,/products.html,-,80,-,27.235.57.47,"Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",200,0,0
2017-07-01,22:21:03,10.0.0.2,POST,/help.html,-,80,-,87.229.205.9,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-gb) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,22:30:24,10.0.0.1,POST,/help.html,-,80,-,182.7.74.142,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.107 Safari/535.1",200,0,0
2017-07-01,4:28:05,10.0.0.2,POST,/help.html,-,80,-,138.82.67.174,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.703.0 Chrome/12.0.703.0 Safari/534.24",200,0,0
2017-07-01,6:28:41,10.0.0.1,POST,/index.html,-,80,-,237.153.225.230,Mozilla/5.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4,200,0,0
2017-07-01,11:53:59,10.0.0.2,POST,/login.html,-,80,-,232.9.132.45,Mozilla/5.0 (X11; Linux i586; rv:31.0) Gecko/20100101 Firefox/31.0,200,0,0
2017-07-01,8:03:28,10.0.0.2,POST,/index.html,-,80,-,186.192.111.77,Mozilla/5.0 (Windows NT 6.1; rv:6.0) Gecko/20100101 Firefox/7.0,200,0,0
2017-07-01,4:49:02,10.0.0.2,POST,/login.html,-,80,-,14.232.185.92,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:21.0) Gecko/20130514 Firefox/21.0,200,0,0
2017-07-01,12:34:37,10.0.0.2,GET,/products.html,-,80,-,174.155.90.220,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7xs5D9rRDFpg2g",200,0,0
2017-07-01,22:29:03,10.0.0.1,POST,/help.html,-,80,-,231.152.243.117,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1664.3 Safari/537.36",200,0,0
2017-07-01,5:18:03,10.0.0.1,GET,/index.html,-,80,-,243.200.10.6,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.04 Chromium/15.0.871.0 Chrome/15.0.871.0 Safari/535.2",200,0,0
2017-07-01,23:08:07,10.0.0.1,GET,/index.html,-,80,-,252.52.17.80,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.04 Chromium/15.0.871.0 Chrome/15.0.871.0 Safari/535.2",200,0,0
2017-07-01,4:40:00,10.0.0.2,GET,/login.html,-,80,-,177.137.177.164,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:21.0) Gecko/20130514 Firefox/21.0,200,0,0
2017-07-01,13:30:21,10.0.0.2,GET,/login.html,-,80,-,90.255.1.100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1664.3 Safari/537.36",200,0,0
2017-07-01,4:05:28,10.0.0.1,POST,/products.html,-,80,-,177.247.168.43,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.91 Chromium/12.0.742.91 Safari/534.30",200,0,0
2017-07-01,5:30:26,10.0.0.1,POST,/products.html,-,80,-,200.13.37.191,"Mozilla/5.0 (X11; Linux amd64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.24 Safari/535.1",200,0,0
2017-07-01,11:31:48,10.0.0.1,POST,/products.html,-,80,-,74.200.8.196,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.815.0 Safari/535.1",200,0,0
2017-07-01,4:45:27,10.0.0.1,GET,/login.html,-,80,-,240.240.85.168,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:15.0) Gecko/20120910144328 Firefox/15.0.2,200,0,0
2017-07-01,0:20:42,10.0.0.1,GET,/login.html,-,80,-,164.251.103.153,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20120427 Firefox/15.0a1,200,0,0
2017-07-01,22:32:22,10.0.0.1,GET,/help.html,-,80,-,252.39.141.69,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.25 (KHTML, like Gecko) Chrome/12.0.706.0 Safari/534.25",200,0,0
2017-07-01,15:44:20,10.0.0.2,GET,/products.html,-,80,-,145.36.248.30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1664.3 Safari/537.36",200,0,0
2017-07-01,19:24:31,10.0.0.1,POST,/login.html,-,80,-,228.204.219.166,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.68 Safari/534.30",200,0,0
2017-07-01,4:53:14,10.0.0.2,GET,/help.html,-,80,-,128.161.251.107,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24",200,0,0
2017-07-01,4:53:47,10.0.0.1,GET,/login.html,-,80,-,69.83.58.162,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2",200,0,0
2017-07-01,13:51:21,10.0.0.2,GET,/products.html,-,80,-,59.137.200.39,"Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",200,0,0
2017-07-01,8:24:13,10.0.0.2,GET,/help.html,-,80,-,24.1.205.148,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36 Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.10",200,0,0
2017-07-01,6:11:02,10.0.0.2,POST,/index.html,-,80,-,215.201.252.162,"Mozilla/5.0 (Macintosh; AMD Mac OS X 10_8_2) AppleWebKit/535.22 (KHTML, like Gecko) Chrome/18.6.872",200,0,0
2017-07-01,4:43:11,10.0.0.1,GET,/products.html,-,80,-,232.6.241.28,Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/13.0.1,200,0,0
2017-07-01,1:26:50,10.0.0.1,POST,/products.html,-,80,-,77.235.22.15,"Mozilla/5.0 (Windows; U; Windows NT 6.0; tr-TR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",200,0,0
2017-07-01,21:03:10,10.0.0.1,POST,/index.html,-,80,-,146.186.45.26,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20130401 Firefox/21.0,200,0,0
2017-07-01,5:11:17,10.0.0.1,GET,/login.html,-,80,-,200.13.37.32,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1",200,0,0
2017-07-01,6:27:43,10.0.0.1,POST,/login.html,-,80,-,90.255.1.100,Mozilla/5.0 (X11; NetBSD amd64; rv:16.0) Gecko/20121102 Firefox/16.0,200,0,0
2017-07-01,2:45:09,10.0.0.2,GET,/help.html,-,80,-,40.186.49.55,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:21.0.0) Gecko/20121011 Firefox/21.0.0,200,0,0
2017-07-01,18:16:23,10.0.0.1,GET,/login.html,-,80,-,120.176.207.14,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3",200,0,0
2017-07-01,2:56:03,10.0.0.2,GET,/products.html,-,80,-,200.13.37.45,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30",200,0,0
2017-07-01,16:22:38,10.0.0.1,GET,/index.html,-,80,-,28.142.65.34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.794.0 Safari/535.1",200,0,0
2017-07-01,0:09:35,10.0.0.2,POST,/products.html,-,80,-,106.253.253.157,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/526.3 (KHTML, like Gecko) Chrome/14.0.564.21 Safari/526.3",200,0,0
2017-07-01,7:20:12,10.0.0.2,GET,/products.html,-,80,-,245.74.209.215,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.22 (KHTML, like Gecko) Chrome/19.0.1047.0 Safari/535.22",200,0,0
2017-07-01,1:43:12,10.0.0.1,POST,/index.html,-,80,-,25.22.10.69,"Mozilla/5.0 (Windows; U; Windows NT 6.0; ja-JP) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,7:29:06,10.0.0.2,POST,/login.html,-,80,-,97.97.11.212,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0,200,0,0
2017-07-01,4:53:55,10.0.0.1,POST,/help.html,-,80,-,152.73.178.184,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.700.3 Safari/534.24",200,0,0
2017-07-01,6:49:35,10.0.0.1,POST,/index.html,-,80,-,195.216.246.183,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0,200,0,0
